fecha;tipo;unidades;cubeta;sobrantes;precio;observacion
21/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
21/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
21/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
21/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
21/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
21/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
21/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
21/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
21/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
21/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
21/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
21/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
21/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
21/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
21/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
21/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
21/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
21/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
21/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
21/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
29/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
21/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
21/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
22/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
23/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
22/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
23/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
22/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
23/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
22/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
23/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
22/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
23/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
22/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
23/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
22/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
23/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
22/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
23/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
22/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
23/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
22/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
23/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
22/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
23/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
22/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
23/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
22/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
23/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
22/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
23/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
22/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
23/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
22/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
23/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
22/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
23/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
22/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
23/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
22/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
23/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
22/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
23/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
22/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
23/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
22/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
23/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
22/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
23/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
22/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
23/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
22/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
23/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
22/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
23/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
22/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
23/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
22/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
23/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
22/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
23/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
22/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
23/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
29/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
29/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
29/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
29/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
29/01/2021;VENCIDO_VENTA;0;13;9;50000;venta a don predo
29/01/2021;B;0;13;9;50000;venta a don predo
29/01/2021;B;0;13;9;510000;venta a don predo
29/01/2021;B;0;13;9;510000;venta a don predo
29/01/2021;B;0;13;9;510000;venta a don predo
29/01/2021;B;0;13;9;510000;venta a don predo
29/01/2021;B;0;13;9;510000;venta a don predo
29/01/2021;B;0;13;9;510000;venta a don predo
29/01/2021;B;0;13;9;510000;venta a don predo
29/01/2021;B;0;13;9;510000;venta a don predo
29/01/2021;B;0;13;9;510000;venta a don predo
29/01/2021;B;0;13;9;510000;venta a don predo
29/01/2021;B;0;13;9;510000;venta a don predo
29/01/2021;B;0;13;9;510000;venta a don predo
29/01/2021;B;0;13;9;510000;venta a don predo
29/01/2021;B;0;13;9;510000;venta a don predo
29/01/2021;B;0;13;9;510000;venta a don predo
29/01/2021;B;0;13;9;510000;venta a don predo
29/01/2021;VENCIDO_VENTA;0;1196;9;510000;venta a don predo
29/01/2021;VENCIDO_VENTA;0;-1196;9;510000;venta a don predo
29/01/2021;VENCIDO_VENTA;0;-1196;9;510000;venta a don predo
29/01/2021;VENCIDO_VENTA;0;0;-873;510000;venta a don predo
29/01/2021;DESTRUIDOS;1;0;0;510000;venta a don predo
29/01/2021;A;1;0;0;510000;venta a don predo
29/01/2021;A;1;0;0;510000;venta a don predo
29/01/2021;A;1;0;0;510000;venta a don predo
29/01/2021;PIPO;1;0;0;510000;venta a don predo
29/01/2021;PIPO;1;0;0;510000;venta a don predo
29/01/2021;PIPO;1;0;0;510000;venta a don predo
29/01/2021;PIPO;1;0;0;510000;venta a don predo
29/01/2021;PIPO;1;0;0;510000;venta a don predo
29/01/2021;PIPO;1;0;0;510000;venta a don predo
29/01/2021;AA;1;0;0;510000;venta a don predo
29/01/2021;AA;1;0;0;510000;venta a don predo
29/01/2021;AA;1;0;0;510000;venta a don predo
29/01/2021;AAA;1;0;0;510000;venta a don predo
